speaker,utterance_num,utterance
Therapist,84,": You don't really open yourself to joy. I guess fun, yes sure."
Client,85,": But joy is on a deeper level, you see, so… I want to say, ""But how've you been lately?"" ."
Therapist,85,": Well, “Lets change the subject.” ."
Client,86,": Yes, “How's your wife, your house?” all that."
Therapist,86,": Um, it'd be pretty nice to just, run away from some of this."
Client,87,": It would, yes."
Therapist,87,: Just talk.
Client,88,: Well let’s just have a rest for a while.
Therapist,88,": I'm impressed with the fact that when you need a rest, you really take it."
Client,89,": Oh, thank you. I was thinking my humor comes to the rescue, “Give me a breather.”"
Therapist,89,: It's one of the ways in which you preserve yourself.
Client,90,": That's right; I had a dream one time. And I dreamed that I was on a sled with two other girls, and we were going down a snowy hill. And we were going Rogers’ Transcripts, Volume 12, Kathy Interview, page 65 too fast. And I told them to stop, they had to get off, otherwise they were going to crash into this train station at the bottom of the hill. And they wouldn't believe me. So I got off, and they went on. And I side-stepped in the snow all the way down the hill, but there were lots of trees where I was side stepping, and I was hanging onto the trees, one by one as I went down. And when I got to the bottom of the hill, the sled had crashed, or something. And then I thought to myself, “That means, that has to do with me. Part of me would go too fast, and…”"
Therapist,90,": And, and this morning has been an example of the fact that you're not going to go so fast that you crash.  You're going to go at your own pace if its step-by-step down the hill, oh, that's the pace you have."
Client,91,: That must be it.
